ID,Name,LongName,photoUrl,playerUrl,Nationality,Age,↓OVA,POT,Club,Contract,Positions,Height,Weight,Preferred Foot,BOV,Best Position,Joined,Loan Date End,Value,Wage,Release Clause,Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defending,Marking,Standing Tackle,Sliding Tackle,Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,W/F,SM,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,Hits
251288,J. Medić,Jakov Medić,https://cdn.sofifa.com/players/251/288/21_60.png,http://sofifa.com/player/251288/jakov-medic/210006/,Croatia,21.0,61,71.0,"



SV Wehen Wiesbaden","Jun 30, 2021 On Loan",CB,193cm,91kg,Right,63,CB,"Jul 1, 2019","Jun 30, 2021",€700K,€2K,€0,176.0,28,19,64,39,30,138,35,22,26,31.0,40,258,56,64,46,50.0,42,250,35,52.0,60,79,24,225,64,63,29,35.0,34,48,188,62,63,63,52,7.0,15.0,14.0,6.0,10.0,1287,282,3 ★,2★,Medium,Medium,1 ★,60,25,32.5,43.5,63,70.0,3
224225,A. Phillips,Adam Phillips,https://cdn.sofifa.com/players/224/225/21_60.png,http://sofifa.com/player/224225/adam-phillips/210006/,England,22.0,61,71.0,"



Morecambe","Jun 30, 2021 On Loan",CM,180cm,76kg,Right,64,CAM,"Aug 2, 2019","Jun 30, 2021",€725K,€7K,€0,263.0,45,54,49,69,46,324,64,61,65,68.0,66,320,64,64,68,56.0,68,278,62,48.0,58,59,51,250,44,29,58,58.0,61,60,141,32,55,54,54,10.0,13.0,10.0,11.0,10.0,1630,342,3 ★,3★,Medium,Medium,1 ★,64,55,61.0,65.0,42,55.0,11
240583,C. Lakin,Charlie Lakin,https://cdn.sofifa.com/players/240/583/21_60.png,http://sofifa.com/player/240583/charlie-lakin/210006/,England,21.0,61,71.0,"



Ross County FC","Jun 30, 2021 On Loan",CM,183cm,70kg,Left,66,LM,"May 17, 2017","Jun 30, 2021",€725K,€2K,€0,277.0,62,53,44,63,55,310,65,56,63,59.0,67,342,70,72,68,60.0,72,315,64,57.0,73,61,60,265,53,40,53,65.0,54,66,156,52,52,52,59,14.0,13.0,10.0,13.0,9.0,1724,367,2 ★,3★,Medium,Medium,1 ★,71,57,62.0,66.0,49,62.0,4
237875,R. Schlegel,Rodrigo Schlegel,https://cdn.sofifa.com/players/237/875/21_60.png,http://sofifa.com/player/237875/rodrigo-schlegel/210006/,Argentina,23.0,61,71.0,"



Orlando City SC","Dec 31, 2020 On Loan",CB,185cm,82kg,Right,63,CB,"Feb 23, 2017","Dec 31, 2020",€675K,€2K,€0,181.0,33,27,54,39,33,168,35,35,29,35.0,40,248,48,58,40,45.0,57,301,48,82.0,64,79,28,222,65,61,24,31.0,41,47,194,61,68,65,56,6.0,14.0,14.0,7.0,15.0,1370,291,2 ★,2★,Low,Medium,1 ★,54,32,33.0,43.5,63,73.0,3
257237,R. Doohan,Ross Doohan,https://cdn.sofifa.com/players/257/237/21_60.png,http://sofifa.com/player/257237/ross-doohan/210006/,Scotland,22.0,61,70.0,"



Ross County FC","Jun 30, 2021 On Loan",GK,186cm,75kg,Right,61,GK,"Jul 1, 2018","Jun 30, 2021",€650K,€5K,€0,139.5,12,9,19,39,9,119,35,14,12,25.0,40,297,62,61,68,58.0,48,193,45,60.0,32,56,6,146,13,8,21,55.0,11,45,34,6,14,14,72,20.5,20.5,20.5,20.5,20.5,1110,360,3 ★,1★,Medium,Medium,1 ★,59,59,60.0,62.0,61,59.0,2
251377,R. Zalazar,Rodrigo Zalazar,https://cdn.sofifa.com/players/251/377/21_60.png,http://sofifa.com/player/251377/rodrigo-zalazar/210006/,Uruguay,20.0,61,74.0,"



FC St. Pauli","Jun 30, 2021 On Loan","CAM, CM, CF",178cm,72kg,Right,64,RM,"Jul 2, 2019","Jun 30, 2021",€800K,€3K,€0,266.0,52,45,56,68,45,283,64,48,41,65.0,65,357,76,75,73,57.0,76,294,59,64.0,67,56,48,285,71,54,54,55.0,51,48,178,56,62,60,40,7.0,7.0,9.0,5.0,12.0,1703,368,3 ★,2★,Medium,Medium,1 ★,75,49,59.0,65.0,58,62.0,18
248058,S. Drăghici,Stephan Drăghici,https://cdn.sofifa.com/players/248/058/21_60.png,http://sofifa.com/player/248058/stephan-draghici/210006/,Romania,22.0,61,68.0,"



FC Argeș","Jun 30, 2021 On Loan","RW, LW",179cm,68kg,Right,64,RM,"Jan 14, 2017","Jun 30, 2021",€675K,€2K,€0,264.0,56,50,43,66,49,275,60,45,54,57.0,59,343,72,74,70,60.0,67,302,59,62.0,64,66,51,268,44,57,60,65.0,42,61,154,52,50,52,47,7.0,6.0,14.0,7.0,13.0,1653,360,2 ★,3★,Medium,Medium,1 ★,73,52,61.0,61.0,52,61.0,4
238075,M. Taylor-Crossdale,Martell Taylor-Crossdale,https://cdn.sofifa.com/players/238/075/21_60.png,http://sofifa.com/player/238075/martell-taylor-crossdale/210006/,England,20.0,61,77.0,"



Colchester United","Jun 30, 2021 On Loan",ST,185cm,77kg,Right,63,ST,"Jul 13, 2019","Jun 30, 2021",€875K,€11K,€0,265.0,42,62,51,53,57,257,62,56,37,41.0,61,327,70,74,59,58.0,66,306,70,56.0,55,65,60,239,40,16,54,60.0,69,56,66,28,21,17,42,7.0,8.0,8.0,11.0,8.0,1502,328,3 ★,2★,Medium,Medium,1 ★,72,63,50.0,61.0,25,57.0,27
255461,Barbero,Iván Martínez Gonzálvez,https://cdn.sofifa.com/players/255/461/21_60.png,http://sofifa.com/player/255461/ivan-martinez-gonzalvez/210006/,Spain,21.0,61,72.0,"



AD Alcorcón","Jun 30, 2021 On Loan",ST,186cm,76kg,Right,63,ST,"Jul 1, 2017","Jun 30, 2021",€750K,€4K,€0,262.0,32,62,59,56,53,219,61,39,32,27.0,60,308,68,72,51,62.0,55,298,57,61.0,51,69,60,213,33,13,56,48.0,63,41,44,15,19,10,52,8.0,10.0,12.0,14.0,8.0,1396,309,3 ★,3★,Medium,Medium,1 ★,70,60,43.0,59.0,20,57.0,2
243959,L. Schneider,Leon Schneider,https://cdn.sofifa.com/players/243/959/21_60.png,http://sofifa.com/player/243959/leon-schneider/210006/,Germany,20.0,61,71.0,"



KFC Uerdingen 05","Jun 30, 2021 On Loan","CB, CDM",184cm,77kg,Right,63,CDM,"Aug 1, 2019","Jun 30, 2021",€675K,€3K,€0,226.0,43,34,48,64,37,273,59,55,38,59.0,62,329,65,75,63,58.0,68,292,50,70.0,64,66,42,261,65,61,38,53.0,44,50,181,60,64,57,47,9.0,6.0,5.0,13.0,14.0,1609,353,3 ★,2★,Medium,Medium,1 ★,71,40,55.0,61.0,60,66.0,4
251392,T. Krauß,Tom Krauß,https://cdn.sofifa.com/players/251/392/21_60.png,http://sofifa.com/player/251392/tom-krauss/210006/,Germany,19.0,60,74.0,"



1. FC Nürnberg","Jun 30, 2022 On Loan","CM, CDM, CB",182cm,75kg,Right,62,ST,"Jul 1, 2019","Jun 30, 2022",€575K,€4K,€0,280.0,45,55,60,68,52,266,56,45,47,64.0,54,322,66,65,66,58.0,67,298,68,64.0,55,58,53,291,60,55,66,55.0,55,45,181,55,64,62,43,7.0,11.0,5.0,12.0,8.0,1681,355,3 ★,2★,High,Medium,1 ★,65,58,58.0,57.0,59,58.0,25
258326,M. Belloso,Matías Belloso,https://cdn.sofifa.com/players/258/326/21_60.png,http://sofifa.com/player/258326/matias-belloso/210006/,Argentina,20.0,60,69.0,"



Arsenal de Sarandí","Dec 31, 2021 On Loan",ST,175cm,63kg,Left,62,ST,"Aug 17, 2020","Dec 31, 2021",€550K,€2K,€0,263.0,36,68,63,52,44,245,67,48,42,35.0,53,306,59,64,58,53.0,72,292,58,64.0,55,61,54,223,30,19,59,47.0,68,50,49,18,16,15,40,6.0,6.0,11.0,5.0,12.0,1418,305,3 ★,2★,High,Low,1 ★,62,62,45.0,61.0,22,53.0,2
245615,H. Yamada,Hiroto Yamada,https://cdn.sofifa.com/players/245/615/21_60.png,http://sofifa.com/player/245615/hiroto-yamada/210006/,Japan,20.0,60,71.0,"



Vegalta Sendai","Jan 31, 2021 On Loan","ST, RW",183cm,76kg,Right,62,ST,"Jan 1, 2018","Jan 31, 2021",€550K,€1K,€0,297.0,54,62,66,59,56,228,54,31,38,49.0,56,279,55,55,47,58.0,64,305,61,66.0,57,68,53,232,50,17,59,56.0,50,53,67,21,26,20,54,14.0,7.0,10.0,12.0,11.0,1462,310,3 ★,2★,Medium,Low,1 ★,55,59,53.0,55.0,26,62.0,1
239125,E. Botheim,Erik Botheim,https://cdn.sofifa.com/players/239/125/21_60.png,http://sofifa.com/player/239125/erik-botheim/210006/,Norway,20.0,60,73.0,"



Stabæk Fotball","Dec 31, 2020 On Loan",ST,180cm,70kg,Right,62,ST,"Jul 18, 2016","Dec 31, 2020",€600K,€1K,€0,241.0,32,62,59,46,42,214,58,37,30,29.0,60,324,62,67,67,59.0,69,319,62,62.0,72,62,61,249,45,31,62,51.0,60,57,58,29,12,17,49,9.0,10.0,13.0,12.0,5.0,1454,313,3 ★,3★,Medium,Medium,1 ★,65,61,40.0,60.0,26,61.0,9
255517,T. Diáz,Tomás Diáz,https://cdn.sofifa.com/players/255/517/21_60.png,http://sofifa.com/player/255517/tomas-diaz/210006/,Argentina,23.0,60,69.0,"



Chindia Târgovişte","Jun 30, 2021 On Loan","RM, RW",178cm,72kg,Right,61,RM,"Jan 29, 2020","Jun 30, 2021",€550K,€2K,€0,248.0,48,53,38,60,49,267,63,33,52,57.0,62,334,67,74,70,54.0,69,256,51,46.0,58,57,44,231,34,55,54,50.0,38,53,106,51,25,30,52,9.0,8.0,7.0,14.0,14.0,1494,330,2 ★,2★,High,Medium,1 ★,71,50,53.0,63.0,41,52.0,2
243220,Y. Kobayashi,Yuki Kobayashi,https://cdn.sofifa.com/players/243/220/21_60.png,http://sofifa.com/player/243220/yuki-kobayashi/210006/,Japan,19.0,60,71.0,"



Yokohama FC","Jan 31, 2021 On Loan",CB,185cm,76kg,Right,62,CB,"Jan 15, 2019","Jan 31, 2021",€500K,€800,€0,236.0,40,36,60,59,41,247,48,44,41,56.0,58,284,55,53,51,60.0,65,264,46,54.0,55,68,41,239,54,63,36,47.0,39,43,178,58,62,58,46,7.0,7.0,14.0,12.0,6.0,1494,318,3 ★,2★,Medium,Medium,1 ★,54,39,51.0,53.0,60,61.0,2
236601,S. Tracey,Shilow Tracey,https://cdn.sofifa.com/players/236/601/21_60.png,http://sofifa.com/player/236601/shilow-tracey/210006/,England,22.0,60,70.0,"



Shrewsbury","Jun 30, 2021 On Loan","RM, ST, LM",179cm,76kg,Right,61,RM,"Jan 14, 2016","Jun 30, 2021",€550K,€10K,€0,248.0,62,56,43,55,32,266,65,58,39,45.0,59,322,76,74,64,46.0,62,286,58,62.0,52,60,54,237,48,41,52,54.0,42,48,125,47,38,40,54,9.0,10.0,8.0,14.0,13.0,1538,343,2 ★,2★,High,Medium,1 ★,75,54,54.0,62.0,42,56.0,9
243056,A. Lewis,Adam Lewis,https://cdn.sofifa.com/players/243/056/21_60.png,http://sofifa.com/player/243056/adam-lewis/210006/,England,20.0,60,77.0,"



Amiens SC","Jun 30, 2021 On Loan",LB,175cm,63kg,Left,61,LWB,"Dec 22, 2017","Jun 30, 2021",€625K,€7K,€0,237.0,62,38,49,56,32,293,59,62,63,52.0,57,324,70,60,68,57.0,69,243,30,71.0,59,52,31,280,69,58,45,53.0,55,45,173,56,60,57,48,12.0,7.0,6.0,12.0,11.0,1598,333,2 ★,2★,Medium,Medium,1 ★,65,36,57.0,60.0,57,58.0,30
245286,J. Žambůrek,Jan Žambůrek,https://cdn.sofifa.com/players/245/286/21_60.png,http://sofifa.com/player/245286/jan-zamburek/210006/,Czech Republic,19.0,60,75.0,"



Shrewsbury","Jun 30, 2021 On Loan","CAM, LW, RW",175cm,61kg,Right,62,CAM,"Aug 9, 2018","Jun 30, 2021",€575K,€4K,€0,208.0,40,48,25,66,29,279,62,46,45,63.0,63,303,64,62,60,55.0,62,244,50,50.0,63,43,38,265,55,35,57,65.0,53,59,100,20,40,40,46,6.0,9.0,11.0,13.0,7.0,1445,312,3 ★,2★,High,Medium,1 ★,63,46,58.0,62.0,32,51.0,7
239676,K. Taylor,Kyle Taylor,https://cdn.sofifa.com/players/239/676/21_60.png,http://sofifa.com/player/239676/kyle-taylor/210006/,England,20.0,60,73.0,"



Southend United","Jan 1, 2021 On Loan","CM, CAM",178cm,70kg,Right,63,CAM,"Jul 4, 2017","Jan 1, 2021",€600K,€2K,€0,271.0,56,52,49,62,52,294,62,58,53,60.0,61,330,69,59,73,58.0,71,303,59,66.0,68,56,54,267,48,48,59,61.0,51,62,152,49,53,50,42,8.0,12.0,7.0,6.0,9.0,1659,349,3 ★,3★,High,Medium,1 ★,64,54,60.0,63.0,50,58.0,45
243511,William Camargo,William De Camargo,https://cdn.sofifa.com/players/243/511/21_60.png,http://sofifa.com/player/243511/william-de-camargo/210006/,Brazil,21.0,60,74.0,"



FC Cartagena","Jun 30, 2021 On Loan",ST,180cm,75kg,Right,62,ST,"Jul 1, 2017","Jun 30, 2021",€600K,€2K,€0,260.0,24,65,60,58,53,223,62,32,35,33.0,61,286,52,53,56,61.0,64,295,62,60.0,52,62,59,192,24,12,58,44.0,54,42,59,27,15,17,48,12.0,5.0,10.0,7.0,14.0,1363,293,3 ★,2★,Medium,Medium,1 ★,53,62,42.0,61.0,23,52.0,3
247351,M. Bogusz,Mateusz Bogusz,https://cdn.sofifa.com/players/247/351/21_60.png,http://sofifa.com/player/247351/mateusz-bogusz/210006/,Poland,18.0,60,77.0,"



UD Logroñés","Jun 30, 2021 On Loan","CAM, CM",175cm,68kg,Right,62,CAM,"Jan 29, 2019","Jun 30, 2021",€625K,€5K,€0,251.0,45,58,39,62,47,299,64,54,63,55.0,63,343,75,73,73,51.0,71,303,68,50.0,61,60,64,231,51,25,52,54.0,49,60,113,41,34,38,52,12.0,11.0,9.0,13.0,7.0,1592,347,3 ★,3★,Medium,Medium,1 ★,74,60,56.0,64.0,35,58.0,20
257291,Z. Ibsen Rossi,Zeno Ibsen Rossi,https://cdn.sofifa.com/players/257/291/21_60.png,http://sofifa.com/player/257291/zeno-ibsen-rossi/210006/,England,19.0,60,74.0,"



Kilmarnock","Jun 30, 2021 On Loan",CB,194cm,83kg,Right,62,CB,"Jul 1, 2019","Jun 30, 2021",€550K,€1K,€0,200.0,28,26,63,53,30,204,35,34,31,51.0,55,264,53,54,53,52.0,52,267,47,66.0,60,70,24,238,63,57,32,41.0,45,51,180,60,62,58,38,6.0,10.0,9.0,8.0,5.0,1391,298,3 ★,2★,Medium,Medium,1 ★,54,31,43.0,44.0,60,66.0,9
244276,T. Allan,Thomas Allan,https://cdn.sofifa.com/players/244/276/21_60.png,http://sofifa.com/player/244276/thomas-allan/210006/,England,20.0,60,72.0,"



Accrington Stanley","Jun 30, 2021 On Loan","RM, LM",180cm,70kg,Right,61,RW,"Jul 1, 2018","Jun 30, 2021",€600K,€5K,€0,266.0,60,57,51,53,45,256,64,52,43,38.0,59,354,79,77,70,55.0,73,270,56,63.0,56,42,53,218,32,19,58,51.0,58,58,68,26,22,20,49,9.0,12.0,15.0,5.0,8.0,1481,318,3 ★,3★,High,Medium,1 ★,78,56,51.0,63.0,25,45.0,7
244277,K. Watts,Kelland Watts,https://cdn.sofifa.com/players/244/277/21_60.png,http://sofifa.com/player/244277/kelland-watts/210006/,England,20.0,60,73.0,"



Plymouth Argyle","Jun 30, 2021 On Loan","CB, CM",192cm,75kg,Left,62,CDM,"Jul 6, 2018","Jun 30, 2021",€550K,€4K,€0,247.0,40,45,59,65,38,255,56,44,36,60.0,59,290,66,61,53,55.0,55,310,59,70.0,68,70,43,271,60,55,46,55.0,55,56,177,59,60,58,57,11.0,11.0,13.0,10.0,12.0,1607,349,4 ★,2★,High,Medium,1 ★,63,48,55.0,57.0,58,68.0,8
250948,M. Franzke,Maximilian Franzke,https://cdn.sofifa.com/players/250/948/21_60.png,http://sofifa.com/player/250948/maximilian-franzke/210006/,Germany,21.0,60,72.0,"



1. FC Magdeburg","Jun 30, 2021 On Loan","RM, RW, LW",184cm,69kg,Right,61,RM,"Mar 8, 2020","Jun 30, 2021",€600K,€2K,€0,251.0,59,46,56,55,35,262,62,45,42,53.0,60,341,75,76,68,54.0,68,262,38,66.0,67,57,34,214,43,24,44,56.0,47,52,72,19,26,27,42,8.0,8.0,9.0,9.0,8.0,1444,318,4 ★,2★,Medium,Medium,1 ★,76,41,55.0,62.0,27,57.0,10
239443,D. McNamara,Danny McNamara,https://cdn.sofifa.com/players/239/443/21_60.png,http://sofifa.com/player/239443/danny-mcnamara/210006/,Republic of Ireland,21.0,60,72.0,"



St. Johnstone FC","Jun 30, 2021 On Loan","RB, RWB",174cm,72kg,Right,60,RB,"Jun 3, 2017","Jun 30, 2021",€575K,€2K,€0,206.0,54,22,51,53,26,231,53,36,37,50.0,55,349,76,75,74,51.0,73,257,41,60.0,67,64,25,243,55,56,51,40.0,41,46,171,57,57,57,52,14.0,6.0,6.0,11.0,15.0,1509,329,2 ★,2★,High,High,1 ★,75,29,49.0,57.0,56,63.0,5
241239,Lin Liangming,Liangming Lin,https://cdn.sofifa.com/players/241/239/21_60.png,http://sofifa.com/player/241239/liangming-lin/210006/,China PR,23.0,60,67.0,"



Dalian YiFang FC","Dec 31, 2020 On Loan","RM, LM, ST",179cm,73kg,Right,61,ST,"Aug 1, 2019","Dec 31, 2020",€500K,€2K,€0,298.0,62,63,49,66,58,269,57,50,44,63.0,55,342,72,73,84,45.0,68,250,65,52.0,35,49,49,210,32,15,62,51.0,50,44,68,23,22,23,55,13.0,9.0,14.0,12.0,7.0,1492,318,4 ★,2★,High,Medium,1 ★,73,60,60.0,59.0,24,42.0,3
237659,J. Tabinas,Jefferson Tabinas,https://cdn.sofifa.com/players/237/659/21_60.png,http://sofifa.com/player/237659/jefferson-tabinas/210006/,Philippines,21.0,60,67.0,"



Gamba Osaka","Jan 31, 2021 On Loan",LB,182cm,77kg,Left,61,CB,"Feb 1, 2017","Jan 31, 2021",€475K,€1K,€0,214.0,57,25,54,44,34,214,51,39,29,45.0,50,341,79,82,67,56.0,57,316,63,77.0,60,77,39,270,63,57,58,56.0,36,41,170,55,58,57,56,15.0,12.0,10.0,7.0,12.0,1581,346,3 ★,2★,High,Medium,1 ★,81,38,48.0,53.0,56,70.0,6
244073,Y. Bangsow,Yannik Bangsow,https://cdn.sofifa.com/players/244/073/21_60.png,http://sofifa.com/player/244073/yannik-bangsow/210006/,Germany,22.0,60,70.0,"



Viktoria Köln","Jun 30, 2021 On Loan",GK,192cm,84kg,Right,60,GK,"Jul 1, 2018","Jun 30, 2021",€475K,€2K,€0,139.5,14,9,19,39,8,119,35,14,11,20.0,40,221,41,41,35,57.0,34,180,43,36.0,32,68,8,146,19,7,21,45.0,16,48,39,18,10,11,72,20.5,20.5,20.5,20.5,20.5,1110,326,4 ★,1★,Medium,Medium,1 ★,60,57,57.0,64.0,33,55.0,2
246121,S. Kelly,Stephen Kelly,https://cdn.sofifa.com/players/246/121/21_60.png,http://sofifa.com/player/246121/stephen-kelly/210006/,Scotland,20.0,60,72.0,"



Ross County FC","Jun 30, 2021 On Loan",CM,174cm,68kg,Right,63,CAM,"Jul 1, 2018","Jun 30, 2021",€600K,€6K,€0,251.0,42,55,44,64,46,279,61,49,48,61.0,60,348,73,72,73,56.0,74,296,58,64.0,68,52,54,270,55,49,54,61.0,51,53,154,51,53,50,50,6.0,12.0,12.0,10.0,10.0,1648,353,3 ★,2★,High,Medium,1 ★,72,55,57.0,62.0,50,57.0,2
258938,L. Borges,Lenny Borges,https://cdn.sofifa.com/players/258/938/21_60.png,http://sofifa.com/player/258938/lenny-borges/210006/,Germany,19.0,60,78.0,"



Bayern München II","Jun 30, 2021 On Loan",RB,183cm,76kg,Right,60,RB,"Aug 31, 2019","Jun 30, 2021",€600K,€3K,€0,226.0,54,39,50,52,31,232,58,45,30,41.0,58,342,76,78,68,48.0,72,268,44,66.0,59,65,34,235,57,58,47,37.0,36,46,173,56,57,60,50,10.0,7.0,9.0,12.0,12.0,1526,340,4 ★,2★,Medium,Medium,1 ★,77,39,46.0,59.0,57,62.0,56
251256,L. Buzan,Lucian Buzan,https://cdn.sofifa.com/players/251/256/21_60.png,http://sofifa.com/player/251256/lucian-buzan/210006/,Romania,21.0,60,71.0,"



FC Hermannstadt","Jun 30, 2021 On Loan","RM, CDM",178cm,70kg,Right,61,RM,"Jul 1, 2017","Jun 30, 2021",€550K,€1K,€0,236.0,58,49,31,58,40,244,59,39,39,46.0,61,311,69,75,51,52.0,64,272,45,70.0,70,48,39,215,38,21,54,55.0,47,41,91,24,34,33,56,13.0,9.0,12.0,9.0,13.0,1425,312,2 ★,2★,Medium,High,1 ★,72,46,54.0,59.0,28,53.0,4
254080,B. Badu,Bastian Badu,https://cdn.sofifa.com/players/254/080/21_60.png,http://sofifa.com/player/254080/bastian-badu/210006/,France,20.0,60,74.0,"



FC Chambly Oise","Jun 30, 2021 On Loan",ST,188cm,86kg,Left,62,ST,"Oct 26, 2019","Jun 30, 2021",€600K,€4K,€0,253.0,32,62,66,52,41,231,55,50,36,39.0,51,288,63,61,60,60.0,44,315,63,67.0,44,82,59,220,29,20,56,54.0,61,58,50,18,17,15,37,7.0,6.0,7.0,5.0,12.0,1394,306,3 ★,2★,Medium,Medium,1 ★,62,60,46.0,54.0,23,61.0,5
252317,D. Nemeth,David Nemeth,https://cdn.sofifa.com/players/252/317/21_60.png,http://sofifa.com/player/252317/david-nemeth/210006/,Austria,19.0,60,74.0,"



SK Sturm Graz","Jun 30, 2021 On Loan",CB,191cm,87kg,Right,62,CB,"Sep 9, 2020","Jun 30, 2021",€550K,€2K,€0,188.0,27,24,62,48,27,154,35,28,22,44.0,40,284,63,67,61,49.0,44,292,41,74.0,64,87,26,210,50,56,36,35.0,33,46,176,54,64,58,45,13.0,7.0,7.0,11.0,7.0,1349,299,4 ★,2★,Medium,Medium,1 ★,65,29,38.0,43.5,59,73.0,5
240784,J. Bursik,Josef Bursik,https://cdn.sofifa.com/players/240/784/21_60.png,http://sofifa.com/player/240784/josef-bursik/210006/,England,19.0,60,75.0,"



Doncaster Rovers","Jun 30, 2021 On Loan",GK,187cm,75kg,Left,60,GK,"Jul 1, 2017","Jun 30, 2021",€500K,€1K,€0,139.5,28,20,19,39,20,207,35,60,53,42.0,40,238,41,41,40,55.0,63,228,45,69.0,35,59,20,146,30,19,21,34.0,53,41,46,20,12,14,72,20.5,20.5,20.5,20.5,20.5,1274,338,2 ★,1★,Medium,Medium,1 ★,62,59,60.0,60.0,40,57.0,15
243908,D. Ballard,Daniel Ballard,https://cdn.sofifa.com/players/243/908/21_60.png,http://sofifa.com/player/243908/daniel-ballard/210006/,Northern Ireland,20.0,60,71.0,"



Blackpool","Jan 1, 2021 On Loan",CB,187cm,85kg,Right,62,CB,"Jun 8, 2018","Jan 1, 2021",€500K,€7K,€0,195.0,31,25,57,51,31,185,35,28,30,45.0,48,255,48,54,44,61.0,48,264,44,64.0,55,75,26,213,61,56,21,38.0,37,44,178,58,61,59,42,13.0,7.0,7.0,8.0,7.0,1332,289,3 ★,2★,Medium,Medium,1 ★,51,30,41.0,43.5,59,67.0,17
244372,J. Bednarczyk,Jakub Bednarczyk,https://cdn.sofifa.com/players/244/372/21_60.png,http://sofifa.com/player/244372/jakub-bednarczyk/210006/,Poland,21.0,60,71.0,"



Zagłębie Lubin","Jun 30, 2021 On Loan","RM, RB, LM",184cm,70kg,Left,61,LM,"Jan 22, 2019","Jun 30, 2021",€550K,€2K,€0,253.0,57,49,39,56,52,283,66,57,46,52.0,62,335,70,74,69,49.0,73,240,42,40.0,67,48,43,238,48,49,50,53.0,38,55,162,55,57,50,39,5.0,8.0,7.0,5.0,14.0,1550,342,5 ★,3★,Medium,Medium,1 ★,72,46,55.0,65.0,52,52.0,11
241382,R. Tulloch,Rayhaan Tulloch,https://cdn.sofifa.com/players/241/382/21_60.png,http://sofifa.com/player/241382/rayhaan-tulloch/210006/,England,19.0,60,78.0,"



Doncaster Rovers","Jun 30, 2021 On Loan","ST, LW, CAM",178cm,67kg,Right,62,ST,"Jul 1, 2017","Jun 30, 2021",€650K,€7K,€0,258.0,38,62,62,53,43,243,60,45,34,41.0,63,315,66,66,58,56.0,69,292,58,67.0,51,58,58,242,55,20,61,51.0,55,50,53,17,17,19,44,6.0,13.0,9.0,6.0,10.0,1447,310,3 ★,2★,Medium,Low,1 ★,66,59,46.0,61.0,22,56.0,21
258722,Capita,Osvaldo Pedro Capemba,https://cdn.sofifa.com/players/258/722/21_60.png,http://sofifa.com/player/258722/osvaldo-pedro-capemba/210006/,Angola,18.0,60,78.0,"



Royal Excel Mouscron","Jun 30, 2021 On Loan","CAM, LM, RM",171cm,63kg,Left,63,LM,"Jul 2, 2020","Jun 30, 2021",€625K,€2K,€0,244.0,57,53,29,58,47,302,72,54,50,56.0,70,353,76,71,83,40.5,83,266,45,71.0,61,38,51,194,21,19,43,56.0,55,61,53,16,23,14,48,9.0,8.0,13.0,10.0,8.0,1460,313,4 ★,3★,Medium,Medium,1 ★,73,50,57.0,71.0,20,42.0,11
232106,J. Lawrence-Gabriel,Jordan Lawrence-Gabriel,https://cdn.sofifa.com/players/232/106/21_60.png,http://sofifa.com/player/232106/jordan-lawrence-gabriel/210006/,England,21.0,60,71.0,"



Blackpool","Jun 30, 2021 On Loan",RB,181cm,75kg,Right,60,RB,"Jan 4, 2015","Jun 30, 2021",€525K,€5K,€0,207.0,52,27,48,44,36,214,61,33,31,37.0,52,342,75,76,70,54.0,67,259,32,75.0,62,65,25,235,51,53,53,34.0,44,41,184,59,63,62,58,12.0,14.0,7.0,12.0,13.0,1499,326,2 ★,2★,High,Medium,1 ★,76,30,41.0,59.0,58,62.0,8
240812,M. Dulca,Marco Dulca,https://cdn.sofifa.com/players/240/812/21_60.png,http://sofifa.com/player/240812/marco-dulca/210006/,Romania,21.0,60,74.0,"



Chindia Târgovişte","Jun 30, 2021 On Loan","CDM, CM",184cm,78kg,Right,61,RM,"Jul 2, 2019","Jun 30, 2021",€575K,€1K,€0,251.0,49,52,53,59,38,264,59,46,47,54.0,58,331,66,66,67,62.0,70,312,56,63.0,78,68,47,275,63,58,55,56.0,43,57,160,51,55,54,58,6.0,15.0,13.0,11.0,13.0,1651,354,3 ★,2★,Medium,Medium,1 ★,66,51,54.0,60.0,54,69.0,2
228526,Hwang ByeongGeun,Byeong Geun Hwang,https://cdn.sofifa.com/players/228/526/21_60.png,http://sofifa.com/player/228526/byeong-geun-hwang/210006/,Korea Republic,26.0,60,62.0,"



Sangju Sangmu FC","Nov 22, 2020 On Loan",GK,193cm,91kg,Right,60,GK,"Jan 1, 2015","Nov 22, 2020",€230K,€1K,€0,139.5,12,16,19,39,20,119,35,16,17,24.0,40,221,41,41,35,61.0,36,200,42,59.0,32,68,12,146,20,19,21,45.0,18,32,63,25,18,20,72,20.5,20.5,20.5,20.5,20.5,1110,320,2 ★,1★,Medium,Medium,1 ★,62,57,56.0,62.0,26,57.0,2
